timestamp,latitude degree,longitude degree,velocity in m/s
2023/11/20 16:49:05,-7.62808053,110.30126225,5.260000228881836
2023/11/20 16:49:06,-7.62806077,110.30123192,4.630000114440918
2023/11/20 16:49:07,-7.62803883,110.30117193,4.989999771118164
2023/11/20 16:49:08,-7.62800792,110.30112963,5.170000076293945
2023/11/20 16:49:09,-7.62801487,110.30105358,6.539999961853027
2023/11/20 16:49:10,-7.62801342,110.30097255,7.789999961853027
2023/11/20 16:49:11,-7.62799243,110.30090893,8.069999694824219
2023/11/20 16:49:12,-7.62797494,110.30083889,8.239999771118164
2023/11/20 16:49:13,-7.62795975,110.30074019,8.279999732971191
2023/11/20 16:49:14,-7.62793924,110.30066951,8.5600004196167
2023/11/20 16:49:15,-7.62792234,110.30060276,8.930000305175781
2023/11/20 16:49:16,-7.62790888,110.3005141,9.119999885559082
2023/11/20 16:49:17,-7.62790131,110.30042204,9.050000190734863
2023/11/20 16:49:18,-7.6278932,110.30032148,9.390000343322754
2023/11/20 16:49:19,-7.62785885,110.3002368,9.970000267028809
2023/11/20 16:49:20,-7.62782419,110.30013248,10.210000038146973
2023/11/20 16:49:21,-7.62779471,110.30003434,9.9399995803833
2023/11/20 16:49:22,-7.62776037,110.29995444,9.899999618530273
2023/11/20 16:49:23,-7.62772667,110.29987523,9.930000305175781
2023/11/20 16:49:24,-7.62768996,110.29980455,9.520000457763672
2023/11/20 16:49:25,-7.62764228,110.29973434,9.239999771118164
2023/11/20 16:49:26,-7.62759436,110.29967114,9.029999732971191
2023/11/20 16:49:27,-7.62754482,110.2995988,9.720000267028809
2023/11/20 16:49:28,-7.62750112,110.29952733,9.5
2023/11/20 16:49:29,-7.62746538,110.29945147,9.369999885559082
2023/11/20 16:49:30,-7.62743033,110.29937881,9.020000457763672
2023/11/20 16:49:31,-7.6273796,110.29931439,9.460000038146973
2023/11/20 16:49:32,-7.62734172,110.29923872,9.239999771118164
2023/11/20 16:49:33,-7.62732715,110.29915438,9.050000190734863
2023/11/20 16:49:34,-7.62729865,110.29908557,8.739999771118164
2023/11/20 16:49:35,-7.62727946,110.29901287,9.300000190734863
2023/11/20 16:49:36,-7.62725846,110.29894688,8.949999809265137
2023/11/20 16:49:37,-7.62723634,110.29886792,9.229999542236328
2023/11/20 16:49:38,-7.62720381,110.29878362,9.359999656677246
2023/11/20 16:49:39,-7.6271845,110.29869862,9.100000381469727
2023/11/20 16:49:40,-7.62717369,110.29861874,9.069999694824219
2023/11/20 16:49:41,-7.62716213,110.29853941,8.640000343322754
2023/11/20 16:49:42,-7.62716187,110.2984555,8.84000015258789
2023/11/20 16:49:43,-7.62714903,110.29838339,8.460000038146973
2023/11/20 16:49:44,-7.62714523,110.29830811,8.380000114440918
2023/11/20 16:49:45,-7.62713863,110.2982274,8.819999694824219
2023/11/20 16:49:46,-7.62713929,110.29815009,8.220000267028809
2023/11/20 16:49:47,-7.62711454,110.2980832,8.050000190734863
2023/11/20 16:49:48,-7.62711169,110.29802322,7.039999961853027
2023/11/20 16:49:49,-7.62710773,110.29794928,7.360000133514404
2023/11/20 16:49:50,-7.6270839,110.29789363,7.099999904632568
2023/11/20 16:49:51,-7.62703096,110.297853,6.840000152587891
2023/11/20 16:49:52,-7.62698067,110.29782264,6.900000095367432
2023/11/20 16:49:53,-7.62693718,110.29777191,6.78000020980835
2023/11/20 16:49:54,-7.62689462,110.29772775,7.28000020980835
2023/11/20 16:49:55,-7.62685303,110.2976771,7.480000019073486
2023/11/20 16:49:56,-7.62680079,110.29763618,7.46999979019165
2023/11/20 16:49:57,-7.62675551,110.29759122,7.369999885559082
2023/11/20 16:49:58,-7.62671016,110.29752914,7.789999961853027
2023/11/20 16:49:59,-7.62666467,110.29747344,7.679999828338623
2023/11/20 16:50:00,-7.62662989,110.29741757,7.03000020980835
2023/11/20 16:50:01,-7.62657848,110.29738227,6.690000057220459
2023/11/20 16:50:02,-7.62652911,110.29734652,6.980000019073486
2023/11/20 16:50:03,-7.62648574,110.2972806,7.150000095367432
2023/11/20 16:50:04,-7.62643073,110.29725494,7.510000228881836
2023/11/20 16:50:05,-7.62636051,110.29720558,8.180000305175781
2023/11/20 16:50:06,-7.6262995,110.29715393,8.609999656677246
2023/11/20 16:50:07,-7.6262434,110.29710874,8.640000343322754
2023/11/20 16:50:08,-7.62618086,110.29704625,9.180000305175781
2023/11/20 16:50:09,-7.62613023,110.29698797,8.680000305175781
2023/11/20 16:50:10,-7.62608402,110.29692681,8.5
2023/11/20 16:50:11,-7.62603509,110.29687133,8.039999961853027
2023/11/20 16:50:12,-7.62598563,110.296832,7.800000190734863
2023/11/20 16:50:13,-7.62592212,110.29679864,7.760000228881836
2023/11/20 16:50:14,-7.62585671,110.29678289,7.590000152587891
2023/11/20 16:50:15,-7.6257798,110.29679409,7.75
2023/11/20 16:50:16,-7.62571377,110.29680894,7.659999847412109
2023/11/20 16:50:17,-7.62564345,110.29686117,8.359999656677246
2023/11/20 16:50:18,-7.62557492,110.29686787,7.849999904632568
2023/11/20 16:50:19,-7.62550655,110.29688184,7.860000133514404
2023/11/20 16:50:20,-7.62545383,110.2968935,6.989999771118164
2023/11/20 16:50:21,-7.62540122,110.29690024,6.480000019073486
2023/11/20 16:50:22,-7.62535593,110.29691093,5.559999942779541
2023/11/20 16:50:23,-7.62530955,110.29690378,4.53000020980835
2023/11/20 16:50:24,-7.62527702,110.29688883,3.880000114440918
2023/11/20 16:50:25,-7.62525488,110.29688135,3.390000104904175
2023/11/20 16:50:26,-7.62522376,110.29685285,3.630000114440918
2023/11/20 16:50:27,-7.62520974,110.29680087,4.829999923706055
2023/11/20 16:50:28,-7.62518515,110.2967658,5.570000171661377
2023/11/20 16:50:29,-7.62516522,110.29670396,6.800000190734863
2023/11/20 16:50:30,-7.62514805,110.29664764,7.579999923706055
2023/11/20 16:50:31,-7.62511778,110.29657719,8.649999618530273
2023/11/20 16:50:32,-7.62509417,110.29650257,8.680000305175781
2023/11/20 16:50:33,-7.62506891,110.29642589,8.239999771118164
2023/11/20 16:50:34,-7.62504272,110.29634698,8.760000228881836
2023/11/20 16:50:35,-7.62501798,110.2962717,8.65999984741211
2023/11/20 16:50:36,-7.62499105,110.29620114,8.300000190734863
2023/11/20 16:50:37,-7.62495638,110.29614307,7.900000095367432
2023/11/20 16:50:38,-7.62493071,110.29607967,7.679999828338623
2023/11/20 16:50:39,-7.62490844,110.29601295,7.639999866485596
2023/11/20 16:50:40,-7.62488616,110.29594628,7.230000019073486
2023/11/20 16:50:41,-7.62487428,110.29587555,7.070000171661377
2023/11/20 16:50:42,-7.62485658,110.29581659,6.489999771118164
2023/11/20 16:50:43,-7.62483259,110.29576259,5.980000019073486
2023/11/20 16:50:44,-7.62481221,110.29570965,5.71999979019165
2023/11/20 16:50:45,-7.62479606,110.29566813,5.110000133514404
2023/11/20 16:50:46,-7.62478788,110.295636,3.7100000381469727
2023/11/20 16:50:47,-7.62478357,110.29561382,2.549999952316284
2023/11/20 16:50:48,-7.6247733,110.29559225,2.3299999237060547
2023/11/20 16:50:49,-7.62474271,110.29558599,2.5
2023/11/20 16:50:50,-7.62472578,110.29558492,2.450000047683716
2023/11/20 16:50:51,-7.62470162,110.29559095,1.9800000190734863
2023/11/20 16:50:52,-7.62467269,110.29559633,2.5999999046325684
2023/11/20 16:50:53,-7.62464685,110.29560276,3.1600000858306885
2023/11/20 16:50:54,-7.62461608,110.29561601,3.7300000190734863
2023/11/20 16:50:55,-7.6245826,110.29563796,4.320000171661377
2023/11/20 16:50:56,-7.62454929,110.29566054,4.230000019073486
2023/11/20 16:50:57,-7.62451458,110.29567602,4.110000133514404
2023/11/20 16:50:58,-7.62448408,110.29569051,3.7100000381469727
2023/11/20 16:50:59,-7.62445758,110.29570378,3.2899999618530273
2023/11/20 16:51:00,-7.62443249,110.29572926,4.070000171661377
2023/11/20 16:51:01,-7.62441341,110.29575592,3.0799999237060547
2023/11/20 16:51:02,-7.62439759,110.29577641,2.880000114440918
2023/11/20 16:51:03,-7.62438502,110.29579026,2.0799999237060547
2023/11/20 16:51:04,-7.62438209,110.29579534,0.550000011920929
2023/11/20 16:51:05,-7.62438786,110.29577915,1.1299999952316284
2023/11/20 16:51:06,-7.62440809,110.29576732,0.0
2023/11/20 16:51:07,-7.62441353,110.29576589,0.0
2023/11/20 16:51:08,-7.62441499,110.29576497,0.0
2023/11/20 16:51:09,-7.62441329,110.29576298,0.0
2023/11/20 16:51:10,-7.62441031,110.2957582,0.0
2023/11/20 16:51:11,-7.62440838,110.29575398,0.0
2023/11/20 16:51:12,-7.62440637,110.29574946,0.0
2023/11/20 16:51:13,-7.62440704,110.29574741,0.0
2023/11/20 16:51:14,-7.62440671,110.29574494,0.0
2023/11/20 16:51:15,-7.62440695,110.2957421,0.0
2023/11/20 16:51:16,-7.62440675,110.29574312,0.0
2023/11/20 16:51:17,-7.62440427,110.29574365,0.0
